人 士
编录 辑录
补遗 补正
预编 摘编
编印 编选
校对 校
校订 校勘
润色 润饰
修改 改动
更正 修正
指正 雅正
删改 删节
删除 剔除
改错 纠错
点铁成金 点金成铁
修订 审订
订正 勘误
绘画 描画
画像 写真
勾 勾勒
着色 上色
渲 渲染
工笔 写意
素描 速写
制图 绘图
测绘 晒图
制表 构图
雕刻 镌刻
雕花 镂花
篆刻 木刻
竹雕 玉雕
医治 医
诊 听诊
诊断 确诊
诊脉 号脉
行医 救死扶伤
就医 就诊
求医 求治
救治 救护
消毒 杀菌
刮痧 揪痧
修补 修复
消肿 消炎
初诊 复诊
电疗 水疗
防治 防疫
推拿 按摩
治瘫 治盲
抗癌 防癌
钡餐 疫苗
矫治 截肢
管标治本 根治
打针 注射
扎针 针刺
补液 输液
种痘 种牛痘
打吊针 预防针
开刀 动手术
配药 配方
下药 投药
接生 接产
打胎 刮宫
演出 表演
配戏 跑龙套
会演 汇演
预演 试演
武打 短打
打诨 插科打诨
出台 出场
下台 下场
演戏 演唱
亮相 跑圆场
唱 做
首发 首演
拍戏 演剧
唱红脸 唱主角
演奏会 交响音乐会
编演 加演
排演 排戏
扮演 饰演
反串 下海
唱歌 唱
高唱 高歌
悲歌 长歌当哭
哼 哼唧
对唱 对歌
帮腔 和
变调 移调
清唱 独唱
大合唱 小合唱
唱戏 欢唱
纵歌 踏歌
跳舞 舞蹈
歌舞 轻歌曼舞
一步舞 现代舞
演奏 奏乐
吹奏 吹
弹奏 弹
拍板 击节
齐奏 独奏
击鼓 擂鼓筛锣
四重奏 协奏
发球 开球
拦网 封网
传球 运球
踢球 蹴鞠
盘球 射门
罚球 入球
打拳 练拳
溜冰 滑冰
单人滑 自由滑
游泳 游水
蝶泳 海豚泳
仰泳 侧泳
下棋 着棋
将 将军
比赛 竞赛
赛马 跑马
争衡 夺标
奥林匹克 奥运会
争奇斗艳 争妍斗丽
初赛 复赛
辩论赛 演讲赛
世界杯赛 汤尤杯赛
欧锦赛 世锦赛
男单 女单
女排 男女排
斗牛 斗鸡
冲浪 越野
俯卧撑 仰卧起坐
男排 女篮
首战 决胜盘
斗智 斗勇
守擂 打擂
滑雪 健美
见分晓 见雌雄
胜利 夺魁
蝉联 卫冕
交际 应酬
交往 来往
结交 相交
交好 通好
拉关系 拉交情
交朋友 交友
处世 做人
相处 相与
睦邻 友邻
朝夕相处 独处
凭借 借助
访问 拜访
登门 上门
回访 回拜
出访 信访
访华 国事访问
顺访 专访
进见 晋见
朝见 觐见
探望 看望
省亲 探亲
走亲戚 串亲戚
串门子 走门串户
探病 探家
邀请 约请
邀集 约集
约定 说定
约稿 稿约
赴约 践约
守信 言而有信
算数 算
践诺 实践
失信 食言
失约 负约
翻脸 闹翻
迎接 迎迓
迎宾 夹道欢迎
迎新 迎亲
会面 见面
接见 约见
陪伴 陪
做伴 作陪
伴生 伴有
双拥 拥军
接送 迎送
送别 送行
饯行 饯别
告别 告辞
等候 听候
少待 稍候
坐等 坐待
有待 有待于
候车 候诊
待考 待续
驱逐 赶走
收留 收容
挽留 款留
招呼 打招呼
招待 接待
对待 对
宽待 优待
虐待 凌虐
以诚相待 以礼相待
待客 待人
对付 应付
过场 走过场
应变 应急
敷衍 应付
祝愿 祝
预祝 恭祝
祝贺 庆贺
庆祝 庆
贺年 拜年
祝寿 拜寿
闹新房 暖房
普天同庆 额手称庆
请安 问安
你好 您好
写信 来信
投书 投送
复信 回信
汇款 邮汇
邮寄 付邮
投递 递送
专递 速寄
军邮 货邮
发来 寄送
拍电报 发报
打电话 挂电话
光纤通信 微波通信
讲话 说话
吭声 吭气
耳语 私语
咕哝 咕唧
唠叨 叨唠
噜苏 赘言
炒冷饭 旧调重弹
瞎说 乱说
吞吐 吭哧
直言 和盘托出
倾诉 倾吐
诉说 陈诉
鼓舌 摇唇鼓舌
插话 插嘴
搭腔 搭话
说笑 耍笑
会话 对话
侈谈 唱高调
空谈 放空炮
话旧 叙旧
话别 叙别
交谈 叙谈
面谈 晤谈
泛泛而谈 浅说
恳谈 交心
畅谈 倾谈
漫谈 纵谈
断言 预言
说闲话 闲言闲语
冷言冷语 吹冷风
慷慨陈辞 侃侃而谈
一语道破 一语破的
总而言之 总之
欢歌笑语 欢声笑语
致词 致辞
津津乐道 姑妄言之
无话可说 莫名无言
具体地说 具体说来
谈到 提出
别提 只字不提
泣诉 叫苦
众说纷纭 各抒己见
坦言 交底
系列谈 纵横谈
面谕 面陈
谈天 聊天儿
神聊 说东道西
演讲 讲演
论述 论说
列举 罗列
叙述 叙说
陈述 陈说
详述 慷慨陈词
铺叙 铺陈
述说 称述
追述 追叙
记叙 记事
声称 宣称
口述 复述
描写 描绘
写实 写真
表示 示意
吹风 放风
志 道
暗示 丢眼色
表达 抒发
抒情 抒怀
各抒己见 直抒己见
借题发挥 临场发挥
阐明 阐发
表白 剖白
道破 点明
表露 吐露
发誓 盟誓
告诉 告知
禀告 禀
晓谕 晓示
转告 转达
预告 预报
告警 报警
告捷 报捷
报丧 报喜
正告 忠告
报时 报晓
通知 知照
透风 通风报信
嘱咐 叮嘱
介绍 引见
说合 撮合
说媒 做媒
搭桥 牵线搭桥
译介 职介
推荐 引荐
保荐 保举
自荐 毛遂自荐
露面 照面儿
出面 出名
代替 代表
替班 顶班
代笔 代办
问 发问
查问 查询
盘问 细问
追问 诘问
反问 反诘
责问 诘问
质问 质疑
请示 请命
明知故问 问道于盲
询价 问路
问道 问及
答 回答
解答 抢答
对质 对簿
吹牛 说嘴
自夸 自诩
吹嘘 鼓吹
竖吹 横吹
夸张 虚夸
说谎 扯谎
造谣 造谣惑众
放空气 放冷风
隐瞒 隐秘
掩盖 掩饰
打掩护 打埋伏
粉饰 矫饰
匿名 隐姓埋名
保密 秘
揭露 揭发
揭穿 说穿
责备 责怪
自责 自咎
苛责 求全责备
谴责 声讨
批评 开炮
批判 批
批驳 驳斥
抹杀 勾销
攻击 抨击
承认 确认
认错 认罪
默认 追认
否认 否定
抵赖 狡赖
过问 干预
介入 参与
打听 探听
摸清 探明
入国问禁 入境问俗
试探 试
请求 乞求
求助 求援
求饶 告饶
哀求 哀告
征求 征询
乞怜 摇尾乞怜
请功 请战
委托 付托
拜托 央托
全托 日托
讲情 说情
赠送 馈送
转送 转赠
送礼 送人情
回礼 还礼
赏赐 赏
雪中送炭 锦上添花
敬献 敬赠
赠款 赠书
赠答 投桃报李
捐献 捐
献 奉
进贡 朝贡
捐给 献给
献旗 献花
捐资 捐资助学
交 提交
呈 上
面交 递交
转交 转送
付费 付钱
取 领取
取出 掏出
提款 提货
领款 领奖
借 借用
出借 借给
归还 发还
退还 退回
退款 退税
找钱 找头
还本 还账
退票 退货
交换 互换
掉包 偷梁换柱
倒换 退换
送到 送给
报送 分送
更换 更替
传递 传接
频传 佳音频传
催促 催
催款 催办
抵偿 抵
感谢 感
酬谢 酬答
答谢 谢恩
报答 报偿
道歉 致歉
请罪 负荆请罪
谦让 礼让
让座 让位
让路 让道
让步 退让
互让 相让
让出 让开
迁就 将就
协商 相商
谈判 交涉
会商 会谈
接洽 面洽
和平谈判 和谈
订约 缔约
答应 应
允许 容许
默许 半推半就
拒绝 回绝
谢绝 辞谢
拒捕 拒收
推托 推
搪塞 搪
推卸 推委
委罪 归咎
鼓励 勉励
激励 激扬
劝告 相劝
规谏 进言
游说 说
劝阻 劝止
劝解 劝架
共勉 互勉
安慰 劝慰
抚恤 压惊
慰劳 慰问
帮助 扶助
互助 互济
周济 接济
救急 雪中送炭
帮衬 补助
赈济 赈
行善 行好
成全 周全
辅佐 佐
助威 助战
支持 帮腔
打下手 跑腿
助兴 助消化
失道寡助 守望相助
帮教 互帮互学
援兵 援敌
支边 支农
内援 内外援
有助 无助于
扶优 扶优扶强
挂职支教 支教
助推 助力
拯救 救
救命 救生
救火 扑救
救活 活命
救应 接应
救急 救灾
献计 献策
照顾 照拂
服侍 伺候
护理 看护
保护 掩护
保驾 保镖
护身 防身
劳保 自保
围护 导护
护林 护树
收养 认领
领养 抱养
抚养 拉扯
保育 抚育
养兵 养家
育儿 抚孤
赡养 奉养
遵守 信守
遵命 奉命
守法 守约
听从 顺从
违背 违反
违犯 触犯
违纪 违例
抗拒 抗
抗税 抗热
称赞 夸赞
盛赞 叹为观止
过奖 过誉
耻笑 取笑
讥讽 嘲讽
丑化 搞臭
诬蔑 污蔑
反咬一口 倒打一耙
争论 争议
辩论 辩
分辨 分说
狡辩 强辩
思辩 雄辩
议论 讨论
公议 公论
妄下雌黄 信口雌黄
街谈巷议 议论纷纷
大放厥词 厥词
百家争鸣 鹬蚌相争
竞价 竞投
骂 詈
责骂 叱骂
痛骂 臭骂
咒骂 诅咒
怒斥 叱喝
呵责 呵斥
辱骂 诟骂
对骂 骂架
争吵 吵
顶嘴 还嘴
顶撞 顶
吵闹 闹
闹意见 闹别扭
作对 顶牛儿
殴打 打
打架 对打
打伤 击伤
打群架 械斗
击打 扭打
调解 排解
拉架 劝架
屈服 慑服
降伏 收服
说服 以理服人
讲和 媾和
谄媚 献媚
笼络 牢笼
攀附 攀缘
迎合 投其所好
包庇 庇护
偏袒 偏护
放任 任凭
姑息迁就 牵就
纵容 纵令
姑息 宽纵
自暴自弃 破罐破摔
欺骗 蒙骗
耍花招 耍花腔
欺瞒 蒙蔽
迷惑 糊弄
偷梁换柱 偷天换日
自欺欺人 掩耳盗铃
骗人 坑人
捣鬼 搞鬼
得罪 冒犯
激怒 触怒
纠缠 软磨
绊 缠住
抓辫子 揪辫子
打搅 搅
麻烦 烦劳
阻拦 阻挠
堵嘴 免开尊口
挡路 阻路
遮阳 遮障
截流 堵源截流
拉后腿 扯后腿
拆台 挖墙脚
耍赖 撒赖
刁难 放刁
挑剔 挑眼
引逗 挑逗
惹火 招风惹草
戏弄 捉弄
开玩笑 调笑
逗笑儿 逗乐儿
摆布 摆弄
怂恿 唆使
指使 主使
强迫 逼迫
勉强 强人所难
挟制 强制
恐吓 恫吓
威胁 威慑
核威胁 核威慑
引诱 勾引
引来 引入
欺负 欺侮
蹂躏 践踏
欺人太甚 欺行霸市
弱肉强食 适者生存
侮辱 污辱
排挤 排斥
陷害 谗害
暗害 暗算
下药 毒
乘人之危 趁火打劫
危害 为害
勾结 勾搭
帮凶 助桀为虐
挑拨 挑唆
破坏 败坏
坏事 误事
侵害 侵蚀
毒害 流毒
腐蚀 销蚀
风蚀 剥蚀
报仇 复仇
公报私仇 官报私仇
报复 复
回报 报
雪冤 申雪
结伴 搭伴
成群结对 结对联手
结伙 为伍
拜盟 拜把子
结盟 同盟
国际联盟 全盟
安盟 巴盟
不结盟 非结盟
经济体 集团
断交 绝交
散伙 拆伙
生活 过活
谋生 营生
居住 住
群居 聚居
小住 暂住
寄居 旅居
定居 安家
隐居 蛰居
住宿 歇宿
露宿 露营
家居 闲居
住院 住校
身居 独居
居无定所 东奔西跑
风俗 乡规民约
停留 稽留
迁移 迁徙
迁居 移居
迁入 迁出
消磨 打发
混饭 混事
度过 度
捱 熬
虚度 蹉跎
欢度 安度
过冬 越冬
安享晚年 含饴弄孙
经历 经验
亲历 躬逢
久经沙场 身经百战
历经 历尽沧桑
做寿 做生日
迎春 喜迎春
过节 逢年过节
独立 自立
自力更生 自食其力
依附 仰人鼻息
受制于人 受人牵制
随大溜 随群
混日子 得过且过
吃闲饭 吃现成饭
依托 依赖
流浪 流荡
流亡 逃亡
投靠 投奔
奔波 奔走
走江湖 跑江湖
操劳 累
抽空 偷空
发奋 奋发
自励 自勉
争先创优 评先创优
荒废 荒疏
压垮 拖垮
兴 振兴
兴农 振兴中华
偷懒 躲懒
避难就易 避重就轻
偷生 偷安
过继 继嗣
承继 继承
后继有人 一脉相承
工作 干活儿
上工 上班
共事 同事
单干 唱独脚戏
从业 在业
返工 窝工
劳动 劳
突击 赶任务
怠工 磨洋工
打夜作 开夜车
跑腿儿 跑龙套
替工 帮工
雇佣劳动 剩余劳动
打工 上岗
致富 脱贫致富
做 作
办好 做好
办成 办到
有所不为 除非己莫为
大干 苦干
狠抓 两手抓
做成 做出
施展 施
露一手 牛刀小试
合作 协作
尝试 试行
试工 试办
抱佛脚 临时抱佛脚
放马后炮 贼去关门
赶浪头 赶时髦
留后路 留后手
留后患 养虎遗患
效劳 效力
造福 谋福利
发扬 恢弘
增光 光大
增色 生色
玷污 玷辱
补救 弥补
挣扎 挣命
冒险 虎口拔牙
拼命 玩儿命
守节 节烈
守身 守身如玉
变节 失节
从事 务
厕身 侧身
参加 加入
入席 就席
混进 混入
入世 入队
参股 参预
脱离 脱
退伍 退役
解脱 摆脱
脱钩 脱节
复员 转业
脱盲 脱困
退学 退场
脱氧 脱脂
脱发 脱水
电离 水解
出席 列席
缺席 不到
缺课 缺勤
谋事 找事
做工 做活儿
扛长活 扛活
打短工 打短儿
务农 种田
经商 做生意
跑码头 跑单帮
任教 执教
行医 从医
参军 从军
投笔从戎 弃文就武
出家 削发
入行 出道
做官 从政
辞职 退职
离职 去职
引退 隐退
退休 离休
担负 担当
盛名难负 不堪重负
文责自负 自负盈亏
承揽 兜揽
包产 包干
承建 承印
担任 充任
胜任 独当一面
任职 供职
连任 连选连任
专任 现任
当官 出山
兼职 兼任
采集 收集
广学博采 广征博采
采光 采写
试采 轮采
搜罗 收罗
挑选 拣选
选材 甄拔
择友 择交
抽样 取样
择善而从 寻枝摘叶
挑肥拣瘦 挑三窝四
选曲 选线
择菜 择业
就地取材 取材
拿粗挟细 取精用弘
选出 选定
优选 预选
选学 选课
取长补短 截长补短
观察 观测
综观 通观
看破 看穿
比较 比拟
对比 对照
区分 区别
辨别 辨明
明辨是非 明断
板荡识诚臣 伯乐相马
判断 断定
开门揖盗 引狼入室
使用 应用
自用 私用
享用 受用
用于 用来
合同 惯用
用电 用水
用工 用人
沿用 套用
因循 因袭
照搬 生搬硬套
借鉴 引为鉴戒
称 过秤
量 计量
丈量 丈
计算 划算
核算 核计
换算 折算
掐算 能掐会算
运算 演算
口算 笔算
结算 预算
计酬 计分
算账 经济核算
升幂 降幂
清产核资 清财
预算内 概预算
记时 倒计时
合并 合
凑合 拼凑
并网 合流
化合 复合
耦合 啮合
分开 划分
平分 均分
中分 平分秋色
分摊 分担
分成 分为
划定 划界
分权 分房
分组 分批
出钱 出资
筹集 凑份子
起床 起身
睡觉 睡
小睡 打盹儿
午睡 歇晌
安睡 昏睡
休息 休憩
歇工 休工
歇肩 中休
小憩 憩
乘凉 纳凉
疗养 将养
调养 保养
补养 滋补
安神 补血
养精蓄锐 养神
理发 剃头
梳头 梳理
烫发 烫头
电烫 冷烫
刮脸 修面
打扮 装扮
梳妆 梳洗
描眉 画眉
匀脸 吹风
整理 整
归拢 归着
整装 治装
料理 张罗
准备 预备
筹备 筹划
战备 军备
备齐 备有
携带 随带
拉家带口 拖家带口
带到 带回
跟随 尾随
紧跟 跟不上
赶集 赶场
外出 出外
出走 出奔
逃跑 逃走
溃逃 溃散
卷逃 席卷而逃
逃窜 窜逃
溜走 溜号
逃命 逃生
逃离 逃出
越狱 在逃
逃荒 逃难
躲藏 隐藏
躲避 退避
躲债 避暑
跟踪 盯梢
追踪 蹑踪
寻找 找寻
翻箱倒柜 倾箱倒箧
寻的 寻亲
找出 找到
取保 取证
储藏 贮藏
坚壁 坚壁清野
储备 贮备
储存 贮存
保存 封存
归档 存档
库藏 库存
储蓄 储
存入 惠存
缝纫 缝
绷 缉
缝补 修补
刺绣 绣花
滚边 沿边儿
纫针 穿针
缝合 缝制
晒 晾
晒太阳 日晒
熨 烫
点灯 掌灯
烧火 点火
点燃 燃点
烧化 焚化
加热 烧
烘 焙
取暖 暖
烧火 着火
保暖 供暖
传热 预热
烹饪 烹调
掌勺儿 掌勺
做饭 起火
烹茶 泡茶
炒 煎
炸 氽
烤 炕
煮 烧
熬 馇
氽 炝
蒸 烀
拔丝 拉丝
回锅 回炉
煨 摊
红烧 清炖
炒菜 烤麸
品尝 品味
尝新 尝鲜
品茶 品酒
点饥 点心
充饥 果腹
用餐 就餐
下饭 佐餐
吃素 素餐
吃荤 肉食
偏食 挑食
喂食 哺
哺乳 喂奶
会餐 聚餐
设宴 宴请
做东 作东
接风 洗尘
敬酒 劝酒
碰杯 干杯
猜拳 划拳
展览 展出
艺术展 影展
联展 汇展
欣赏 玩赏
奇文共赏 雅俗共赏
游戏 游玩
捉迷藏 藏猫儿
猜谜儿 破谜儿
打牌 卡拉ＯＫ
游览 游历
郊游 踏青
远游 伴游
消遣 清闲
游荡 游逛
兜风 逛街
行乐 取乐
抽签 抓阄儿
恋爱 相恋
钟情 一见钟情
追求 求偶
求婚 求亲
调情 吊膀子
偷情 偷香窃玉
约会 幽会
同性恋 同性恋爱
订婚 定婚
许配 许
结婚 婚
新婚 新婚燕尔
联姻 缔姻
娶 娶亲
续弦 纳妾
嫁 出嫁
改嫁 转嫁
再嫁 再婚
入赘 上门
晚婚 早婚
离婚 离异
退婚 退亲
自杀 自尽
自刎 抹脖子
上吊 吊死
投河 投井
治丧 丧葬
吊丧 吊孝
大殓 装殓
出殡 殡葬
送殡 送丧
安葬 埋葬
火葬 火化
海葬 水葬
陪葬 殉葬
天葬 丛葬
戴孝 穿孝
扫墓 上坟
瞻仰 参谒
祭祀 祭
祭奠 祭
主祭 公祭
生事 闹事
蠢动 蠢蠢欲动
无恶不作 逞凶
挑衅 寻衅
胡闹 胡来
肆行 胡作非为
捏造 编造
冒充 假冒
冒名 假托
沽名钓誉 欺世盗名
炫耀 夸耀
邀功 邀功请赏
摆阔 摆摊子
摆门面 摆样子
撑场面 撑门面
摆架子 拿架子
逞能 逞强
卖乖 卖弄聪明
班门弄斧 布鼓雷门
逞性 任性
感情用事 意气用事
拾荒 捡破烂儿
乞讨 讨乞
上来 上去
蜂拥而上 一哄而上
登上 走上
登月 登机
下去 下来
下地 下乡
来 来到
莅临 降临
接踵而来 源源而来
开来 飞来
去 过去
开往 开赴
一怒而去 拂袖而去
来去 来回
出 出来
挺身而出 步出
出界 出厂
进 进入
流入 流
升堂入室 登堂入室
输入 投入
入场 入境
充电 充气
踏进 走进
进城 上街
出入 进出
进出境 入出境
弄错 失误
失言 失口
鲁鱼亥豕 鲁鱼帝虎
点金成铁 画蛇添足
失职 渎职
犯规 犯禁
混淆 搅混
澄清 弄清
颠倒 颠倒是非
反客为主 喧宾夺主
篡改 歪曲
改正 纠正
纠偏 补偏救弊
改过 悔过
真假 真伪
前进 迈进
乘风破浪 长风破浪
阔步前进 昂首阔步
并进 齐头并进
挺进 推进
后退 退
追赶 追逐
夸父追日 流星赶月
围追 穷追不舍
祷告 祈祷
礼拜 顶礼膜拜
跪拜 礼拜
祝福 赐福
朝觐 朝圣
拜佛 敬奉
烧香 焚香
斋戒 吃斋
念经 诵经
修行 修道
传教 传道
募化 化缘
布施 施舍
炼丹 点化
测字 拆字
看相 相面
圆梦 占梦
占卜 占
占卦 算卦
打醮 醮
保佑 庇佑
检举 揭发
弹劾 参
控告 告状
上告 上诉
喊冤 叫屈
诬告 诬
诉讼 词讼
自诉 公诉
讼词 证词
自首 投案
招认 供认
招供 自供
串供 翻供
搜查 抄家
搜身 抄身
拘留 羁留
囚禁 监禁
软禁 幽禁
劳改 劳动改造
逮捕 拘捕
拿获 捕获
捕杀 捕捉
押送 解送
释放 开释
放生 放行
放血 放胆
审讯 审问
复审 再审
审理 审判
提审 传讯
开庭 过堂
刑讯 拷问
原审 陪审
判决 裁判
判罪 论罪
定案 定责
量刑 处刑
惩办 法办
严惩 重办
惩戒 惩前毖后
逍遥法外 违法必究
上刑 动刑
车裂 五马分尸
支解 磔
劓 髌
灭族 夷族
没收 充公
查封 封闭
剥夺 褫夺
游街 示众
充军 发配
偿命 抵命
处决 正法
枪毙 枪决
斩首 杀头
赦免 大赦
免罪 免刑
违法 犯法
枉法 贪赃枉法
知法犯法 执法犯法
放火 纵火
绑架 绑票
持机 劫机
抢劫 打劫
路劫 断路
洗劫 洗劫一空
趁火打劫 趁人之危
盗窃 偷窃
鼠窃狗偷 偷鸡摸狗
盗墓 盗版
窝赃 窝藏
分赃 坐地分赃
杀死 杀
杀害 凶杀
活埋 坑
下毒 放毒
自相残杀 自相残害
误杀 谋杀
杀敌 杀人
暗杀 刺杀
屠杀 杀戮
狎妓 嫖妓
卖淫 卖身
通奸 私通
奸污 奸淫
调戏 玩弄
赌博 赌钱
压 压宝
